365.0,730.0,1095.0,1460.0,1825.0,cltsex_x,marryd_x,occpcode_x,marketbased,entry_age,churn,amtpaid,elapseddays,clntnum,premium,,net_profit,cltvscore,percentile,cltvband,client_name,cltsex_y,marryd_y,occpcode_y,latitude,longitude
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50005234,76716.88,0.0,76716.88,279461.7796713614,75.07122507122507,high value,John RTA,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50005438,9589.61,0.0,9589.61,34932.72245892017,23.78917378917379,low value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50005439,11217.92,0.0,11217.92,42601.219973004896,28.49002849002849,low value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,0,0,1,0,1,1945,50005458,44961.28,0.0,44961.28,172867.25456573846,65.8119658119658,high value,John RTA,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,2,1580,50005470,842047.09,40000.0,802047.09,3083712.8854147336,98.00569800569801,high value,one test,M,S,    ,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50005510,24640.0,0.0,24640.0,93572.9671931018,47.293447293447294,medium value,John Erwin,M,M,ANYS,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50005552,52800.0,0.0,52800.0,200513.50112807527,68.80341880341881,high value,John RTA,M,M,    ,,
0.8805934930461694,0.8805934930461694,0.8805934930461694,0.8805934930461694,0.8805934930461694,1,1,0,0,2,0,1,1580,50005555,10106.88,0.0,10106.88,34218.947650728805,23.219373219373217,low value,John RTA,M,M,    ,,
0.9158726066089516,0.9158726066089516,0.9158726066089516,0.9158726066089516,0.9158726066089516,1,4,0,0,2,0,1,1580,50005620,10106.88,0.0,10106.88,35589.85732664856,24.501424501424502,low value,Beta Singh,M,C,    ,,
0.9628676802975068,0.9628676802975068,0.9628676802975068,0.9628676802975068,0.9628676802975068,0,5,0,0,2,0,1,1580,50005717,9546.88,0.0,9546.88,35342.89668304403,24.358974358974358,low value,Stuart Binny,M,S,    ,,
0.8837724053435276,0.8837724053435276,0.8837724053435276,0.8837724053435276,0.8837724053435276,1,5,0,0,1,0,1,1580,50005786,29440.32,0.0,29440.32,100036.16436256102,49.43019943019943,medium value,Hema Malini,F,Z,    ,,
0.8837724053435276,0.8837724053435276,0.8837724053435276,0.8837724053435276,0.8837724053435276,1,5,0,0,1,0,1,1580,50005787,29440.32,0.0,29440.32,100036.16436256102,49.43019943019943,medium value,Amma Singh,M,Z,    ,,
0.8837724053435276,0.8837724053435276,0.8837724053435276,0.8837724053435276,0.8837724053435276,1,5,0,0,1,0,1,1580,50005788,29440.32,0.0,29440.32,100036.16436256102,49.43019943019943,medium value,Ram Singh,M,Z,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,1,119,50005790,46210.15,0.0,46210.15,177668.91341996845,66.52421652421653,high value,Baby Singh,M,Z,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50005923,42808.64,0.0,42808.64,155941.93506970862,63.10541310541311,high value,Drake Doctor,M,M,ANYS,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50005992,48218.01,0.0,48218.01,175647.01388809737,66.23931623931624,high value,Drake willson,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006049,17116.5,0.0,17116.5,62351.43493511281,35.61253561253561,medium value,Drake willson,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006132,3443.51,0.0,3443.51,12543.907324126445,12.108262108262108,low value,John RTA,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006135,29795.42,0.0,29795.42,108537.79636574993,53.27635327635327,medium value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006213,63793.68,0.0,63793.68,232385.5629241613,71.93732193732194,high value,John RTA,M,M,    ,,
1.0,1.0,0.9931164494278424,0.9770588842453333,0.8605797524191646,1,3,0,0,1,0,2,119,50006464,183183.6,0.0,183183.6,682998.5741386714,88.6039886039886,high value,John RTA,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006661,28193.76,0.0,28193.76,102703.32090183072,50.712250712250714,medium value,Ross TWLGeller,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006716,26557.44,0.0,26557.44,96742.58710619356,48.717948717948715,medium value,NINJA RUL,M,M,    ,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50006767,11787.39,0.0,11787.39,44763.841629963325,31.339031339031337,medium value,Ross TWLGeller,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50006817,5093.63,0.0,5093.63,18554.91131531205,16.951566951566953,low value,NINJA RUL,M,M,    ,,
1.0,1.0,0.9976167430787752,0.99201486958757,0.949454159230037,1,4,0,1,1,0,1,119,50006951,27684.36,0.0,27684.36,105282.36673754583,51.42450142450142,medium value,John RTA,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,0,0,1,0,1,1945,50006969,2225.44,0.0,2225.44,8556.377910076782,11.11111111111111,low value,Ashish Namdev,M,S,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,1,0,1,0,2,7424,50006973,257524.2,0.0,257524.2,990129.7613910935,92.45014245014245,high value,Soham Khan,M,S,    ,,
0.9965184441213624,0.9698180396662283,0.9692388702584113,0.9692388702584113,0.9692388702584113,1,3,0,1,1,0,2,1214,50007083,264866.56,0.0,264866.56,993609.5899576657,92.73504273504274,high value,vikas malhotra,M,M,ACCT,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007278,30042.01,0.0,30042.01,109436.06647591553,53.84615384615385,medium value,Kavin Parker,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007289,30042.01,0.0,30042.01,109436.06647591553,53.84615384615385,medium value,John RTA,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007296,30042.01,0.0,30042.01,109436.06647591553,53.84615384615385,medium value,John RTA,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007301,11719.75,0.0,11719.75,42692.327846276305,28.774928774928775,low value,John RTA,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,0,1,0,1,119,50007338,14362.8,0.0,14362.8,55222.13344185904,34.18803418803419,medium value,Drake Doctor,M,M,    ,,
1.0,1.0,0.9999998727711662,0.9999995725174952,0.9999972343588958,1,3,1,1,1,0,2,119,50007350,158499.52,0.0,158499.52,609399.0344470522,87.74928774928775,high value,Drake Doctor,M,M,ANYS,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007351,11226.88,0.0,11226.88,40896.91688396104,27.492877492877493,low value,Ross TWLGeller,M,M,ACCT,,
,,,,,1,3,0,0,1,1,1,1580,50007364,19626.88,0.0,19626.88,,,high value,John TWL,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,0,1,0,1,119,50007375,60084.02,0.0,60084.02,231011.20743610768,71.65242165242165,high value,Harbhajan Singh,M,M,    ,,
0.9928246325816251,0.9928246325816251,0.9928246325816251,0.9848845234257283,0.9674033399297476,1,3,0,1,1,0,1,10,50007420,12454.4,0.0,12454.4,47255.58836748718,32.62108262108262,medium value,John RTA,M,M,ANYS,,
1.0,1.0,1.0,1.0,1.0,1,3,6,0,1,0,1,119,50007546,5232.28,0.0,5232.28,20117.08471643205,17.663817663817664,low value,Rana Singh,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007631,9589.61,0.0,9589.61,34932.72245892017,23.78917378917379,low value,Drake Doctor,M,M,ANYS,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50007634,11240.32,0.0,11240.32,40945.87568310386,27.635327635327634,low value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,0.9985232508226585,0.9950468363288004,0.9683858616739801,1,3,0,1,1,0,2,119,50007644,196672.0,0.0,196672.0,751025.1287970596,89.60113960113961,high value,John RTA,M,M,    ,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50007721,36742.16,0.0,36742.16,139532.18069333187,60.96866096866097,high value,NINJA sdfsdf,M,M,    ,,
,,,,,1,3,0,1,1,1,1,1945,50007840,22668.8,0.0,22668.8,,,high value,jai singh,M,M,    ,,
,,,,,0,3,0,1,1,1,1,1945,50007875,94411.29,0.0,94411.29,,,high value,Nishant Saxena,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50008102,10134.4,0.0,10134.4,36917.26592506688,25.213675213675213,low value,Nishant Saxena,F,M,    ,,
,,,,,1,3,0,1,1,1,1,119,50008124,11334.4,0.0,11334.4,,,high value,NINJA RUL,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50008125,23573.76,0.0,23573.76,85873.73369648962,44.729344729344724,medium value,NINJA RUL,M,M,    ,,
0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,1,3,0,0,1,0,1,1580,50008231,4661.44,0.0,4661.44,15301.941804256923,14.67236467236467,low value,John RTA,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,1,119,50008252,14362.8,0.0,14362.8,55222.13344185904,34.18803418803419,medium value,Mahesh Jakar,M,M,    ,,
,,,,,1,3,0,0,1,1,1,1580,50008265,20642.72,0.0,20642.72,,,high value,Drake Doctor,M,M,ANYS,,
0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,1,3,0,0,1,0,1,1580,50008351,61006.52,9799996.08,-9738989.56,-31969831.52832295,0.9971509971509971,low value,Home Singh,M,M,    ,,
0.9999863919408003,0.9999863919408003,0.9999863919408003,0.9999863919408003,0.9999863919408003,1,3,1,0,1,0,1,1794,50008497,9588.32,0.0,9588.32,36864.697776630164,24.92877492877493,low value,Rajiv Dixit,M,M,    ,,
0.9976167430787752,0.99201486958757,0.949454159230037,0.948538843485306,0.948538843485306,1,4,0,1,1,0,1,849,50008539,47141.51,0.0,47141.51,175684.06370796866,66.38176638176638,high value,Charles Lim,M,M,ACCT,,
,,,,,1,5,0,0,1,1,1,1580,50008540,48727.11,45036.56,3690.55,,,high value,David Webb,M,S,    ,,
1.0,1.0,0.9931164494278424,0.9770588842453333,0.8605797524191646,1,3,0,0,1,0,2,119,50008569,169985.2,0.0,169985.2,633788.4462619846,88.03418803418803,high value,Hero Singh,M,Z,    ,,
0.9537621816126818,0.6596813821286998,0.6543538515108231,0.6543538515108231,0.6543538515108231,1,3,0,0,0,0,1,1214,50008868,46726.4,0.0,46726.4,130250.50913403285,59.82905982905983,medium value,Atul Kumar,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,8,1,1,0,1,119,50009245,46515.98,0.0,46515.98,178844.76945573612,66.95156695156696,high value,Ajay Ajmani,M,M,    ,,
1.0,1.0,0.993875360197566,0.9795698206097466,0.8749888677846557,0,3,0,0,1,0,1,119,50009460,69988.8,0.0,69988.8,261803.43131528693,73.93162393162393,high value,Drake Doctor,M,M,AUDI,,
1.0,1.0,1.0,1.0,1.0,1,3,4,0,1,0,1,484,50009547,29616.76,0.0,29616.76,113870.60133368932,54.84330484330484,medium value,Mona Aggarwal,F,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50009598,49076.62,0.0,49076.62,178774.7307431575,66.8091168091168,high value,Arun Grover,M,M,ADCL,,
1.0,1.0,1.0,1.0,1.0,1,3,6,0,1,0,2,119,50009603,116775.84,0.0,116775.84,448980.07486459333,82.90598290598291,high value,Ross TWLGeller,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50009786,47018.6,0.0,47018.6,171277.84176905878,65.38461538461539,high value,Ansh Aggarwal,M,M,ANYS,,
1.0,1.0,1.0,1.0,1.0,1,3,0,0,1,0,1,1945,50009826,11240.32,0.0,11240.32,43216.813641434615,30.76923076923077,medium value,Drake willson,M,M,    ,,
,,,,,1,3,0,0,1,1,1,1945,50009839,31308.0,0.0,31308.0,,,high value,Rana Singh,M,M,    ,,
0.9999879688441413,0.9999879688441413,0.9999879688441413,0.9999879688441413,0.9999879688441413,1,4,1,0,1,0,1,1580,50009856,11240.32,0.0,11240.32,43216.29369321398,30.626780626780626,medium value,Atul Kumar,M,M,    ,,
0.9816518738866601,0.9816518738866601,0.9816518738866601,0.9816518738866601,0.9816518738866601,1,3,0,1,1,0,2,1580,50010115,-1828.74,0.0,-1828.74,-6902.136316555168,2.7065527065527064,low value,Ram Mohan,M,S,ACCT,,
0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,1,3,0,0,1,0,1,1580,50010139,57635.2,0.0,57635.2,189197.00270232128,67.52136752136752,high value,Frank Martin,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,0,0,1,0,1,1945,50010141,58387.92,0.0,58387.92,224490.03743229667,71.50997150997152,high value,CR Rocks,M,M,    ,,
0.9706696891126214,0.769827237934293,0.7659119292475746,0.7659119292475746,0.7659119292475746,1,3,0,0,1,0,1,1214,50010207,721.02,0.0,721.02,2257.353192709578,6.552706552706552,low value,sds dsds,M,S,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50010254,9589.61,1427.02,8162.59,29734.41996243405,22.64957264957265,low value,James Watson,M,M,    ,,
1.0,1.0,0.9889094430256664,0.9632214843459909,0.7847198452315755,1,4,0,0,1,0,1,119,50010376,5290.88,0.0,5290.88,19385.25206695111,17.236467236467238,low value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,1,0,2,0,2,7424,50010500,146377.56,0.0,146377.56,562792.8503643947,86.18233618233619,high value,Akash Srivastava,M,S,    ,,
1.0,1.0,0.9931164494278424,0.9770588842453333,0.8605797524191646,1,3,0,0,1,0,2,119,50010551,225349.59,0.0,225349.59,840214.1275350752,90.74074074074075,high value,Kiku Singh,M,S,ACCT,,
1.0,1.0,0.993875360197566,0.9795698206097466,0.8749888677846557,0,3,0,0,1,0,1,119,50010557,978.88,0.0,978.88,3661.6450467204477,7.977207977207977,low value,computer csc,M,M,    ,,
1.0,0.9985232508226585,0.9950468363288004,0.9683858616739801,0.9678075475541097,1,3,0,1,1,0,2,484,50010564,140690.52,0.0,140690.52,534001.6937180248,85.32763532763533,high value,geeta sharma,F,M,    ,,
0.9999995152144915,0.9999957400583607,0.999995657023119,0.999995657023119,0.999995657023119,1,4,1,1,1,0,1,1214,50010585,22534.4,11334.4,11200.0,43061.643513494,30.34188034188034,medium value,Soham Khan,M,M,    ,,
1.0,1.0,0.9931164494278424,0.9770588842453333,0.8605797524191646,1,3,0,0,1,0,2,119,50010612,144295.47,0.0,144295.47,538004.4952969012,85.47008547008546,high value,sdfsf dsfdsf,M,S,ACCT,,
1.0,1.0,0.9999999999999929,0.9999999999999761,0.9999999999998453,1,4,3,0,1,0,1,119,50010709,11034.24,0.0,11034.24,42424.47668347944,28.347578347578345,low value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,0,0,2,0,1,4502,50010985,4645.76,0.0,4645.76,17862.03098691419,16.23931623931624,low value,James Simone,M,S,ADAS,,
0.9999917323668145,0.999979701310425,0.999979701310425,0.999979701310425,0.999979701310425,1,4,1,0,1,0,1,1274,50011246,4244.09,7684.84,-3440.75,-13228.773611956016,2.564102564102564,low value,Bhanu Bhanu,M,S,    ,,
0.9999999999999108,0.9999999999999108,0.9999999999999108,0.9999999999999108,0.9999999999999108,1,4,3,0,1,0,1,1640,50011257,26285.09,0.0,26285.09,101060.98723864047,49.572649572649574,medium value,axtre Bonga,M,S,ACCT,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50011481,95732.2,0.0,95732.2,348730.1749478693,80.1994301994302,high value,kliuyt Sonal,M,S,ADAS,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50011526,28028.78,0.0,28028.78,102102.33707128158,49.71509971509971,medium value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50011528,28134.4,0.0,28134.4,106843.31526775988,52.849002849002844,medium value,Drake willson,M,M,    ,,
1.0,1.0,0.9931164494278424,0.9770588842453333,0.8605797524191646,1,3,0,0,1,0,2,119,50011568,131944.41,0.0,131944.41,491953.66777139576,84.33048433048434,high value,NINJA RUL,M,M,    ,,
1.0,1.0,0.9999989140251808,0.9999963511831667,0.9999763938200934,1,3,1,0,1,0,1,119,50011626,22425.33,0.0,22425.33,86220.53469158657,45.15669515669516,medium value,Drake willson,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,1,119,50011687,84685.44,0.0,84685.44,325598.81556956493,79.2022792022792,high value,John Snow,M,M,ACCT,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50011881,42769.44,0.0,42769.44,162421.40446377176,63.960113960113965,high value,Drake Doctor,M,M,ANYS,,
1.0,1.0,1.0,1.0,1.0,1,4,0,1,1,0,0,7058,50011960,6482981.76,1650000.32,4832981.44,18581860.500856943,99.71509971509973,high value,NINJA RUL,M,M,    ,,
0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,1,3,0,0,1,0,1,1794,50012114,80404.8,0.0,80404.8,263941.9514963009,74.21652421652422,high value,John Jhonson,M,S,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,1,119,50012245,57510.9,0.0,57510.9,221118.06849370676,70.94017094017094,high value,Ravish Singh,M,M,    ,,
1.0,1.0,0.9889094430256664,0.9632214843459909,0.7847198452315755,1,4,0,0,1,0,1,119,50012390,44562.4,0.0,44562.4,163272.1507023977,64.24501424501425,high value,Drake Doctor,M,M,ANYS,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50012413,78512.7,0.0,78512.7,286003.53493004007,75.64102564102564,high value,Soham Khan,M,S,    ,,
1.0,1.0,0.9999989140251808,0.9999963511831667,0.9999763938200934,1,3,1,0,1,0,1,119,50012418,66129.97,0.0,66129.97,254255.40549631056,73.64672364672364,high value,John RTA,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50012547,10828.16,0.0,10828.16,39444.472509391,26.495726495726498,low value,John RTA,M,M,ACCT,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50012681,9589.61,1427.02,8162.59,29734.41996243405,22.64957264957265,low value,Drake willson,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50012690,87182.7,0.0,87182.7,317586.3316985049,77.92022792022793,high value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50012875,10828.16,0.0,10828.16,39444.472509391,26.495726495726498,low value,Drake willson,M,M,    ,,
0.8847735612964698,0.8847735612964698,0.8847735612964698,0.8847735612964698,0.8847735612964698,0,3,0,0,0,0,1,1794,50012939,42094.08,0.0,42094.08,143194.7932601336,61.53846153846154,high value,Drake willson,M,M,    ,,
1.0,1.0,0.9889094430256664,0.9632214843459909,0.7847198452315755,1,4,0,0,1,0,1,119,50013095,23933.05,0.0,23933.05,87688.2875780483,46.15384615384615,medium value,babita gupta,F,M,    ,,
1.0,1.0,0.9985232508226585,0.9950468363288004,0.9683858616739801,1,3,0,1,1,0,2,119,50013120,246588.0,0.0,246588.0,941637.7748729325,91.88034188034187,high value,sdfsdf fsfd,M,S,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50013132,7298.87,0.0,7298.87,26588.0885639498,21.50997150997151,low value,John RTA,M,M,    ,,
1.0,1.0,0.9985232508226585,0.9950468363288004,0.9683858616739801,1,3,0,1,1,0,2,119,50013138,560134.4,0.0,560134.4,2138967.4681889834,97.00854700854701,high value,Drake willson,M,M,    ,,
0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,1,3,0,0,1,0,1,1886,50013293,12064.64,0.0,12064.64,39604.16076776924,26.638176638176635,low value,Nitin Gupta,M,M,    ,,
0.9999879688441413,0.9999879688441413,0.9999879688441413,0.9999879688441413,0.9999879688441413,1,4,1,0,1,0,1,1580,50013339,3688.46,0.0,3688.46,14181.230662087204,13.96011396011396,low value,Senior Lee,M,M,    ,,
0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,0.8537925861920796,1,3,0,0,1,0,1,1580,50013442,3722.88,0.0,3722.88,12220.964574086982,11.823361823361823,low value,Billing Day BRD Billing Day,M,S,ACCT,,
0.9999970885149569,0.9999970885149569,0.9999970885149569,0.9999970885149569,0.9999970885149569,1,3,1,1,1,0,1,1580,50013618,5659.72,420.0,5239.72,20145.631395277946,17.806267806267805,low value,Direct Debit SGD,M,M,    ,,
1.0,1.0,0.9979119159457176,0.9930014111095825,0.9555795030709109,0,3,0,1,0,0,1,119,50013708,61154.24,0.0,61154.24,232878.04624787724,72.22222222222221,high value,Amar Kuamr,M,M,ACCT,,
1.0,1.0,1.0,1.0,1.0,1,3,0,1,1,0,1,1945,50013922,19290.88,0.0,19290.88,74169.62915106316,39.88603988603989,medium value,neha malhotra,F,M,    ,,
1.0,1.0,0.9889094430256664,0.9632214843459909,0.7847198452315755,1,4,0,0,1,0,1,119,50013931,32504.88,0.0,32504.88,119094.61038730753,56.55270655270655,medium value,Achal Sharma,M,M,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50013939,8358.87,1393.12,6965.75,25374.609756624428,20.51282051282051,low value,sd etst,M,S,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,5,1,1,0,2,119,50014124,112134.4,0.0,112134.4,431134.65342571086,82.62108262108262,high value,Ross TWLGeller,M,M,    ,,
1.0,1.0,0.9976167430787752,0.99201486958757,0.949454159230037,1,4,0,1,1,0,1,119,50014151,40667.98,0.0,40667.98,154658.48532655908,62.82051282051282,high value,Frankilin Remo,M,M,AFST,,
0.9706696891126214,0.769827237934293,0.7659119292475746,0.7659119292475746,0.7659119292475746,1,3,0,0,1,0,1,1214,50014309,16235.52,0.0,16235.52,50829.800709134564,33.61823361823362,medium value,Rahul Gupta,M,S,    ,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50014341,23546.88,0.0,23546.88,85775.816098204,44.58689458689459,medium value,Javed Khan,M,M,    ,,
0.9999978851095561,0.9999895627750831,0.9999759548579138,0.9999759548579138,0.9999759548579138,1,3,1,0,1,0,1,1034,50014354,1996.38,0.0,1996.38,7675.5639604101925,10.256410256410255,low value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,0.999999743945642,0.9999991396703215,0.9999944340171147,0,4,1,0,1,0,2,119,50014377,912661.92,0.0,912661.92,3509000.9027804593,98.29059829059828,high value,Anand Saraiya,M,M,ACCT,,
1.0,1.0,0.9973047927913533,0.9909730021686922,0.9430213744216346,1,3,0,1,1,0,1,119,50014419,56268.8,0.0,56268.8,213686.63053551977,70.22792022792022,high value,Anshika Srivastava,F,S,ACCT,,
1.0,1.0,0.9874649592533408,0.9585023050080477,0.7601774221388984,1,3,0,0,1,0,1,119,50014436,24974.88,0.0,24974.88,90977.68850712763,47.008547008547005,medium value,Drake Doctor,M,M,    ,,
0.9999925484424621,0.9999925484424621,0.9999925484424621,0.9999925484424621,0.9999925484424621,1,3,1,0,1,0,2,1794,50014443,186724.16,0.0,186724.16,717912.2208096966,89.17378917378917,high value,Ansh Aggarwal,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,1,119,50014758,42342.72,0.0,42342.72,162799.40778478247,64.1025641025641,high value,Snow Singh,M,M,ACCT,,
0.9870385083120373,0.9631626618064943,0.9171643904701356,0.9171643904701356,0.9171643904701356,1,0,0,1,1,0,1,1124,50015128,64052.16,0.0,64052.16,232255.50445976807,71.7948717948718,high value,Drake Doctor,M,M,ANYS,,
1.0,1.0,0.9911498113722038,0.9705730956503925,0.8242858589895733,0,0,0,0,1,0,1,119,50015304,517.44,0.0,517.44,1913.3475406450766,5.413105413105413,low value, AALAM BALASO MULANI,M, ,    ,,
0.9524636802553073,0.9524636802553073,0.9524636802553073,0.8964349352909765,0.7992108442874636,1,0,0,0,1,0,1,28,50015368,22668.8,0.0,22668.8,79749.77983570118,41.88034188034188,medium value, DINESH RAMADASAJI SAWARAKAR,F, ,    ,,
0.795549340387904,0.795549340387904,0.795549340387904,0.795549340387904,0.795549340387904,1,0,0,0,1,0,1,1580,50015376,5534.88,0.0,5534.88,16929.705271398863,15.384615384615385,low value, PATHAN MUBARAK USMAN,M, ,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,0,1,1,0,1,1945,50015504,50809.78,0.0,50809.78,195353.5836544059,68.51851851851852,high value, ABAJI PANDIT MARATHE,M, ,    ,,
0.9522424683177761,0.9522424683177761,0.9522424683177761,0.9522424683177761,0.9522424683177761,1,0,0,1,1,0,1,1580,50015611,36918.14,0.0,36918.14,135164.12172567027,60.68376068376068,high value, AABA TOTARAM PAWAR,M,S,    ,,
1.0,1.0,1.0,1.0,1.0,1,4,1,1,1,0,2,1945,50015919,313335.68,0.0,313335.68,1204713.8951357426,94.87179487179486,high value, SALUNKE USHABAI BHAGWAN,M, ,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,6,1,1,0,1,119,50016054,84403.2,0.0,84403.2,324513.65843149787,78.77492877492878,high value,Test-KQ Test,M,S,ACCT,,
1.0,1.0,1.0,1.0,1.0,1,3,0,0,1,0,2,1945,50016213,-1423.64,0.0,-1423.64,-5473.61503698222,3.133903133903134,low value,NINJA RUL,M,M,ANYS,,
1.0,1.0,1.0,1.0,1.0,1,3,0,0,1,0,2,1945,50016218,-523.16,0.0,-523.16,-2011.4470250538182,3.418803418803419,low value,NUSWI Lee,M,M,    ,,
1.0,1.0,1.0,1.0,1.0,1,3,0,0,1,0,2,1945,50016222,-1423.64,0.0,-1423.64,-5473.61503698222,3.133903133903134,low value,FCC Lee,M,M,    ,,
